Variable,All,Discharged,Death,Censored
<b>Fever</b> (*), 714 (76.9) |  929,162 (80.2) | 202,290 (76.5) | 379,262 (75.3) | 348
<b>Fatigue / malaise / lethargy</b> (*), 136 (17.9) |  761, 40 (23.3) | 172, 48 (15.9) | 302, 48 (16.7) | 287
<b>Loss of smell / anosmia</b> (*), 202 (23.6) |  856, 42 (23.2) | 181, 82 (23.6) | 347, 78 (23.8) | 328
<b>Loss of taste / ageusia</b> (*), 180 (20.9) |  862, 32 (17.5) | 183, 73 (20.7) | 352, 75 (22.9) | 327
<b>Feeling dizzy / faint</b> (*), 704 (81.6) |  863,146 (77.2) | 189,282 (82.2) | 343,276 (83.4) | 331
<b>Muscle aches / myalgia</b> (*), 736 (86.8) |  848,161 (87.0) | 185,296 (87.1) | 340,279 (86.4) | 323
<b>Joint pain / arthralgia</b> (*), 300 (36.1) |  832, 56 (31.8) | 176,124 (36.9) | 336,120 (37.5) | 320
<b>Skin rash</b> (*), 453 (59.3) |  764, 94 (55.3) | 170,180 (60.4) | 298,179 (60.5) | 296
<b>Itch / pruritus</b> (*), 895 (96.2) |  930,193 (95.1) | 203,351 (97.0) | 362,351 (96.2) | 365
<b>Change in mobility from baseline</b> (*), 472 (50.8) |  929,107 (53.0) | 202,186 (48.8) | 381,179 (51.7) | 346
<b>Mobility status</b> (*),,,,
   ↳ Fully ambulant, 208 (45.6) |  456, 48 (45.3) | 106, 84 (46.4) | 181, 76 (45.0) | 169
"   ↳ Ambulant, but with some assistance",  82 (18.0) |  456, 19 (17.9) | 106, 30 (16.6) | 181, 33 (19.5) | 169
   ↳ Bedridden, 166 (36.4) |  456, 39 (36.8) | 106, 67 (37.0) | 181, 60 (35.5) | 169
<b>Cough</b> (*), 429 (54.7) |  784, 93 (53.4) | 174,175 (55.6) | 315,161 (54.6) | 295
<b>Productive</b> (*), 192 (58.4) |  329, 39 (53.4) |  73, 81 (60.0) | 135, 72 (59.5) | 121
<b>Hemoptysis</b> (*),  32 ( 8.5) |  378,  8 ( 9.6) |  83, 11 ( 7.5) | 147, 13 ( 8.8) | 148
<b>Palpitations</b> (*), 833 (98.5) |  846,176 (98.9) | 178,333 (97.9) | 340,324 (98.8) | 328
<b>Sore throat</b> (*), 908 (97.1) |  935,198 (97.1) | 204,360 (96.3) | 374,350 (98.0) | 357
<b>Runny nose / rhinorrhoea</b> (*),  78 ( 9.7) |  805, 12 ( 6.8) | 176, 32 ( 9.8) | 327, 34 (11.3) | 302
<b>Wheezing</b> (*), 338 (36.9) |  915, 68 (35.8) | 190,129 (34.8) | 371,141 (39.8) | 354
<b>Shortness of breath </b> (*), 243 (30.0) |  811, 53 (30.3) | 175,104 (32.4) | 321, 86 (27.3) | 315
<b>Lower chest wall indrawing</b> (*), 751 (92.9) |  808,169 (94.9) | 178,299 (92.0) | 325,283 (92.8) | 305
<b>Chest pain</b> (*), 244 (30.5) |  799, 48 (27.3) | 176,109 (34.5) | 316, 87 (28.3) | 307
<b>Abdominal pain</b> (*),  15 ( 1.7) |  894,  4 ( 2.1) | 192,  9 ( 2.5) | 364,  2 ( 0.6) | 338
<b>Diarrhoea</b> (*), 702 (75.6) |  928,162 (79.4) | 204,267 (72.4) | 369,273 (76.9) | 355
<b>Vomiting</b> (*), 612 (79.3) |  772,125 (75.8) | 165,247 (78.7) | 314,240 (81.9) | 293
<b>Persistent vomiting? (>=2/day)</b> (*), 124 (27.0) |  459, 20 (21.1) |  95, 64 (34.4) | 186, 40 (22.5) | 178
<b>Nausea</b> (*), 277 (34.2) |  811, 49 (29.2) | 168,126 (38.9) | 324,102 (32.0) | 319
<b>Anorexia</b> (*), 651 (81.9) |  795,149 (85.6) | 174,261 (82.6) | 316,241 (79.0) | 305
<b>Bleeding / haemorrhage</b> (*), 326 (43.5) |  749, 72 (43.1) | 167,125 (42.4) | 295,129 (44.9) | 287
<b>Severe bleeding / haemorrhage (requires intervention)</b> (*), 233 (79.5) |  293, 55 (85.9) |  64, 89 (78.1) | 114, 89 (77.4) | 115
<b> Specify bleeding / haemorrhage site(s)</b>,,,,
   ↳ Skin,  43 ( 5.7) |  749,  5 ( 3.0) | 167, 23 ( 7.8) | 295, 15 ( 5.2) | 287
   ↳ Petechiae,  51 ( 6.8) |  749, 12 ( 7.2) | 167, 16 ( 5.4) | 295, 23 ( 8.0) | 287
   ↳ Nose,  43 ( 5.7) |  749, 11 ( 6.6) | 167, 17 ( 5.8) | 295, 15 ( 5.2) | 287
   ↳ Gums, 125 (16.7) |  749, 27 (16.2) | 167, 50 (16.9) | 295, 48 (16.7) | 287
   ↳ GI tract,  96 (12.8) |  749, 22 (13.2) | 167, 35 (11.9) | 295, 39 (13.6) | 287
   ↳ Urinary tract,  80 (10.7) |  749, 16 ( 9.6) | 167, 28 ( 9.5) | 295, 36 (12.5) | 287
   ↳ Vagina, 113 (15.1) |  749, 27 (16.2) | 167, 50 (16.9) | 295, 36 (12.5) | 287
   ↳ Other(s),  41 ( 5.5) |  749, 11 ( 6.6) | 167, 17 ( 5.8) | 295, 13 ( 4.5) | 287
   ↳ Unknown,  49 ( 6.5) |  749, 14 ( 8.4) | 167, 19 ( 6.4) | 295, 16 ( 5.6) | 287
<b>Jaundice</b> (*), 746 (83.8) |  890,164 (84.1) | 195,292 (82.0) | 356,290 (85.5) | 339
<b>Headache</b> (*), 718 (90.3) |  795,154 (89.0) | 173,281 (90.9) | 309,283 (90.4) | 313
<b>Neck stiffness</b> (*), 408 (45.8) |  890, 88 (46.3) | 190,174 (48.1) | 362,146 (43.2) | 338
<b>Seizures / convulsions</b> (*), 391 (47.3) |  826, 98 (56.0) | 175,142 (43.2) | 329,151 (46.9) | 322
<b>Altered consciousness / confusion</b> (*),  43 ( 4.6) |  929, 11 ( 5.3) | 207, 13 ( 3.5) | 367, 19 ( 5.4) | 355
<b>Itching of eye</b> (*), 112 (14.3) |  785, 20 (12.3) | 163, 50 (15.7) | 319, 42 (13.9) | 303
<b>Red / Pink eye</b> (*), 362 (38.4) |  942, 74 (35.7) | 207,148 (39.3) | 377,140 (39.1) | 358
<b>Conjunctival haemorrhage</b> (*), 412 (52.4) |  786, 93 (52.2) | 178,156 (50.3) | 310,163 (54.7) | 298
<b>Pain in eye</b> (*), 385 (46.2) |  833, 75 (43.4) | 173,158 (47.0) | 336,152 (46.9) | 324
<b>Edema of eyelid</b> (*), 728 (91.2) |  798,144 (88.9) | 162,297 (92.0) | 323,287 (91.7) | 313
<b>Discharge from eye</b> (*), 131 (16.0) |  820, 27 (15.3) | 176, 53 (16.4) | 323, 51 (15.9) | 321
<b>Hazy / Blurred vision</b> (*), 109 (13.7) |  797, 23 (13.7) | 168, 43 (13.3) | 323, 43 (14.1) | 306
<b>Sensitivity of eye to light</b> (*), 596 (75.3) |  792,131 (75.7) | 173,239 (74.2) | 322,226 (76.1) | 297
<b>Newly reduced visual acuity</b> (*), 890 (98.7) |  902,196 (98.5) | 199,356 (98.9) | 360,338 (98.5) | 343
<b>Other sign(s) or symptom(s)</b> (*),  36 ( 4.9) |  742,  9 ( 5.6) | 162, 15 ( 5.0) | 299, 12 ( 4.3) | 281
<b>Select other sign(s) or symptom(s)</b> (*),,,,
   ↳ Abdominal pain,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Abnormal weight loss,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Altered consciousness / Confusion (Disorientation),   2 ( 5.7) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  1 ( 9.1) |  11
   ↳ Anorexia,   3 ( 8.6) |   35,  1 (11.1) |   9,  2 (13.3) |  15,  0 ( 0.0) |  11
   ↳ Can't feel one side of the body or face (Hemiplegia),   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Cardiac arrhythmia,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Changes in menstruation (Irregular menstruation),   1 ( 2.9) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  0 ( 0.0) |  11
   ↳ Chest pain,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Chest pain on breathing,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Chills (without fever),   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Erectile dysfunction,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Fainting / blackouts (Syncope and collapse),   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Fecal incontinence,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Increased urination (polyuria),   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Irritability,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Itchy eye,   2 ( 5.7) |   35,  1 (11.1) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Jaundice,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Joint pain (Arthralgia),   2 ( 5.7) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Keratitis,   1 ( 2.9) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  0 ( 0.0) |  11
   ↳ Loss of taste (Parageusia),   1 ( 2.9) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  0 ( 0.0) |  11
   ↳ Mouth ulcers (Recurrent oral aphthae),   1 ( 2.9) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  0 ( 0.0) |  11
   ↳ Paresthesia of skin,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Rapid heart beat/Pulse (Tachycardia),   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Retention of urine,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
   ↳ Sleep disorder,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Sneezing,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Spontaneous bruising (Spontaneous ecchymoses),   1 ( 2.9) |   35,  0 ( 0.0) |   9,  1 ( 6.7) |  15,  0 ( 0.0) |  11
   ↳ Sweating (hyperhidrosis),   1 ( 2.9) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  0 ( 0.0) |  11
   ↳ Tremor,   1 ( 2.9) |   35,  1 (11.1) |   9,  0 ( 0.0) |  15,  0 ( 0.0) |  11
   ↳ Urinary incontinence,   1 ( 2.9) |   35,  0 ( 0.0) |   9,  0 ( 0.0) |  15,  1 ( 9.1) |  11
<b>Any additional other sign(s) or symptom(s) ?</b> (*),  18 (62.1) |   29,  4 (57.1) |   7,  6 (50.0) |  12,  8 (80.0) |  10
<b>>Select additional other sign(s) or symptom(s) 2</b> (*),,,,
   ↳ Can't fully move or control movement (Paralytic syndrome),   1 ( 5.9) |   17,  0 ( 0.0) |   3,  1 (16.7) |   6,  0 ( 0.0) |   8
   ↳ Chills (without fever),   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Difficulty eating or drinking (Dysphagia),   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Disturbance in attention (Altered mental status),   1 ( 5.9) |   17,  0 ( 0.0) |   3,  1 (16.7) |   6,  0 ( 0.0) |   8
   ↳ Fainting / blackouts (Syncope and collapse),   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Headache,   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Irritability,   1 ( 5.9) |   17,  1 (33.3) |   3,  0 ( 0.0) |   6,  0 ( 0.0) |   8
   ↳ Jaundice,   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Malaise and fatigue,   1 ( 5.9) |   17,  1 (33.3) |   3,  0 ( 0.0) |   6,  0 ( 0.0) |   8
   ↳ Mucosal lesion,   1 ( 5.9) |   17,  0 ( 0.0) |   3,  1 (16.7) |   6,  0 ( 0.0) |   8
   ↳ Palpitations,   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Speech disturbances,   1 ( 5.9) |   17,  0 ( 0.0) |   3,  1 (16.7) |   6,  0 ( 0.0) |   8
   ↳ Spontaneous bruising (Spontaneous ecchymoses),   1 ( 5.9) |   17,  0 ( 0.0) |   3,  0 ( 0.0) |   6,  1 (12.5) |   8
   ↳ Tremor,   1 ( 5.9) |   17,  0 ( 0.0) |   3,  1 (16.7) |   6,  0 ( 0.0) |   8
   ↳ Wheezing,   1 ( 5.9) |   17,  1 (33.3) |   3,  0 ( 0.0) |   6,  0 ( 0.0) |   8
   ↳ Other,   2 (11.8) |   17,  0 ( 0.0) |   3,  1 (16.7) |   6,  1 (12.5) |   8
<b>>Any additional other sign(s) or symptom(s) ?</b> (*),   5 (29.4) |   17,  0 ( 0.0) |   4,  4 (66.7) |   6,  1 (14.3) |   7
<b>->Select additional other sign(s) or symptom(s) 3</b> (*),,,,
   ↳ Chills (without fever),   1 (25.0) |    4,N/A,  1 (25.0) |   4,N/A
   ↳ Jaundice,   1 (25.0) |    4,N/A,  1 (25.0) |   4,N/A
   ↳ Skin rash,   1 (25.0) |    4,N/A,  1 (25.0) |   4,N/A
   ↳ Swollen lymph nodes (Enlarged lymph nodes),   1 (25.0) |    4,N/A,  1 (25.0) |   4,N/A
<b>->Any additional other sign(s) or symptom(s) ?</b> (*),   5 (100.) |    5,N/A,  4 (100.) |   4,  1 (100.) |   1
<b>>->Select additional other sign(s) or symptom(s) 4</b> (*),,,,
   ↳ Alopecia (Nonscarring hair loss),   1 (20.0) |    5,N/A,  1 (25.0) |   4,  0 ( 0.0) |   1
   ↳ Ascites,   1 (20.0) |    5,N/A,  1 (25.0) |   4,  0 ( 0.0) |   1
   ↳ Difficulty eating or drinking (Dysphagia),   1 (20.0) |    5,N/A,  0 ( 0.0) |   4,  1 (100.) |   1
   ↳ Mouth ulcers (Recurrent oral aphthae),   1 (20.0) |    5,N/A,  1 (25.0) |   4,  0 ( 0.0) |   1
   ↳ Pallor,   1 (20.0) |    5,N/A,  1 (25.0) |   4,  0 ( 0.0) |   1
<b><i>SIGNS AND SYMPTOMS</i></b>,,,,
<b>Enter signs and symptoms data for this date?</b> (*), 859 (89.9) |  956,179 (87.3) | 205,350 (90.0) | 389,330 (91.2) | 362
<b>Fever</b> (*), 214 (27.1) |  790, 45 (28.3) | 159, 78 (23.8) | 328, 91 (30.0) | 303
<b>Fatigue / malaise / lethargy</b> (*), 507 (74.6) |  680,109 (77.9) | 140,196 (70.8) | 277,202 (76.8) | 263
<b>Loss of smell / anosmia</b> (*), 715 (89.3) |  801,154 (91.1) | 169,299 (89.8) | 333,262 (87.6) | 299
<b>Loss of taste / ageusia</b> (*), 484 (63.7) |  760,105 (66.0) | 159,184 (60.3) | 305,195 (65.9) | 296
<b>Feeling dizzy / faint</b> (*), 637 (94.8) |  672,132 (95.7) | 138,256 (95.2) | 269,249 (94.0) | 265
<b>Muscle aches / myalgia</b> (*),  72 ( 9.1) |  794, 15 ( 9.0) | 166, 26 ( 8.1) | 322, 31 (10.1) | 306
<b>Joint pain / arthralgia</b> (*),  28 ( 3.9) |  711,  7 ( 4.7) | 150, 11 ( 3.8) | 286, 10 ( 3.6) | 275
<b>Skin rash</b> (*),  66 ( 9.4) |  700, 11 ( 7.3) | 151, 22 ( 7.8) | 281, 33 (12.3) | 268
<b>Itch / pruritus</b> (*), 210 (27.7) |  757, 40 (25.0) | 160, 82 (26.5) | 309, 88 (30.6) | 288
<b>Change in mobility from baseline</b> (*), 312 (41.9) |  744, 72 (45.3) | 159,118 (38.9) | 303,122 (43.3) | 282
<b>Mobility status</b> (*),,,,
   ↳ Fully ambulant, 119 (40.3) |  295, 27 (40.3) |  67, 48 (41.7) | 115, 44 (38.9) | 113
"   ↳ Ambulant, but with some assistance",  63 (21.4) |  295, 21 (31.3) |  67, 19 (16.5) | 115, 23 (20.4) | 113
   ↳ Bedridden, 113 (38.3) |  295, 19 (28.4) |  67, 48 (41.7) | 115, 46 (40.7) | 113
<b>Cough</b> (*), 138 (17.8) |  775, 28 (17.7) | 158, 53 (16.5) | 322, 57 (19.3) | 295
<b>Productive</b> (*),  55 (53.9) |  102, 11 (52.4) |  21, 24 (58.5) |  41, 20 (50.0) |  40
<b>Hemoptysis</b> (*), 106 (89.8) |  118, 22 (88.0) |  25, 40 (90.9) |  44, 44 (89.8) |  49
<b>Palpitations</b> (*), 103 (13.3) |  776, 27 (16.6) | 163, 51 (16.2) | 315, 25 ( 8.4) | 298
<b>Sore throat</b> (*), 480 (63.2) |  759,106 (65.0) | 163,195 (63.5) | 307,179 (61.9) | 289
<b>Runny nose / rhinorrhoea</b> (*),   8 ( 1.0) |  809,  0 ( 0.0) | 166,  6 ( 1.8) | 333,  2 ( 0.6) | 310
<b>Wheezing</b> (*), 696 (97.1) |  717,150 (96.2) | 156,285 (97.3) | 293,261 (97.4) | 268
<b>Shortness of breath </b> (*), 633 (84.9) |  746,133 (89.3) | 149,256 (83.9) | 305,244 (83.6) | 292
<b>Lower chest wall indrawing</b> (*),  92 (11.6) |  796, 11 ( 6.5) | 169, 45 (14.1) | 320, 36 (11.7) | 307
<b>Chest pain</b> (*), 154 (18.9) |  813, 26 (15.8) | 165, 64 (19.2) | 334, 64 (20.4) | 314
<b>Abdominal pain</b> (*), 445 (55.6) |  800, 88 (52.1) | 169,182 (55.5) | 328,175 (57.8) | 303
<b>Diarrhoea</b> (*), 336 (47.1) |  714, 65 (44.8) | 145,143 (48.3) | 296,128 (46.9) | 273
<b>Vomiting</b> (*), 237 (35.5) |  668, 46 (32.6) | 141, 90 (33.7) | 267,101 (38.8) | 260
<b>Persistent vomiting? (>=2/day)</b> (*), 188 (85.1) |  221, 36 (80.0) |  45, 71 (87.7) |  81, 81 (85.3) |  95
<b>Nausea</b> (*), 167 (22.7) |  737, 31 (19.3) | 161, 69 (23.3) | 296, 67 (23.9) | 280
<b>Anorexia</b> (*), 263 (36.4) |  722, 56 (39.4) | 142,105 (35.6) | 295,102 (35.8) | 285
<b>Bleeding / haemorrhage</b> (*), 276 (36.3) |  761, 54 (34.4) | 157,106 (35.0) | 303,116 (38.5) | 301
<b>Severe bleeding / haemorrhage (requires intervention)</b> (*), 109 (49.1) |  222, 26 (57.8) |  45, 39 (48.8) |  80, 44 (45.4) |  97
<b> Specify bleeding / haemorrhage site(s)</b>,,,,
   ↳ Skin, 109 (14.3) |  761, 20 (12.7) | 157, 41 (13.5) | 303, 48 (15.9) | 301
   ↳ Petechiae,  46 ( 6.0) |  761,  6 ( 3.8) | 157, 19 ( 6.3) | 303, 21 ( 7.0) | 301
   ↳ Nose,  83 (10.9) |  761, 14 ( 8.9) | 157, 33 (10.9) | 303, 36 (12.0) | 301
   ↳ Gums,  18 ( 2.4) |  761,  1 ( 0.6) | 157, 11 ( 3.6) | 303,  6 ( 2.0) | 301
   ↳ GI tract, 115 (15.1) |  761, 20 (12.7) | 157, 44 (14.5) | 303, 51 (16.9) | 301
   ↳ Urinary tract, 127 (16.7) |  761, 25 (15.9) | 157, 50 (16.5) | 303, 52 (17.3) | 301
   ↳ Vagina,  81 (10.6) |  761, 17 (10.8) | 157, 28 ( 9.2) | 303, 36 (12.0) | 301
   ↳ Other(s),  97 (12.7) |  761, 19 (12.1) | 157, 35 (11.6) | 303, 43 (14.3) | 301
   ↳ Unknown,  71 ( 9.3) |  761, 15 ( 9.6) | 157, 21 ( 6.9) | 303, 35 (11.6) | 301
<b>Jaundice</b> (*), 654 (82.2) |  796,133 (80.6) | 165,262 (80.6) | 325,259 (84.6) | 306
<b>Headache</b> (*), 339 (43.7) |  775, 65 (40.4) | 161,131 (41.3) | 317,143 (48.1) | 297
<b>Neck stiffness</b> (*), 193 (27.5) |  701, 42 (27.6) | 152, 79 (28.5) | 277, 72 (26.5) | 272
<b>Seizures / convulsions</b> (*), 161 (23.5) |  686, 35 (23.3) | 150, 66 (23.9) | 276, 60 (23.1) | 260
<b>Altered consciousness / confusion</b> (*),   3 ( 0.4) |  718,  0 ( 0.0) | 145,  2 ( 0.7) | 300,  1 ( 0.4) | 273
<b>Itching of eye</b> (*), 450 (60.2) |  747, 86 (56.6) | 152,186 (60.2) | 309,178 (62.2) | 286
<b>Red / Pink eye</b> (*), 171 (24.3) |  704, 38 (26.0) | 146, 67 (23.4) | 286, 66 (24.3) | 272
<b>Conjunctival haemorrhage</b> (*),  87 (12.4) |  699, 20 (13.8) | 145, 39 (13.8) | 282, 28 (10.3) | 272
<b>Pain in eye</b> (*), 443 (66.9) |  662, 91 (69.5) | 131,171 (62.0) | 276,181 (71.0) | 255
<b>Edema of eyelid</b> (*),  27 ( 3.8) |  703,  8 ( 5.4) | 149, 10 ( 3.5) | 285,  9 ( 3.3) | 269
<b>Discharge from eye</b> (*), 563 (69.9) |  806,117 (70.1) | 167,235 (71.4) | 329,211 (68.1) | 310
<b>Hazy / Blurred vision</b> (*), 123 (16.9) |  728, 36 (25.5) | 141, 38 (12.7) | 299, 49 (17.0) | 288
<b>Sensitivity of eye to light</b> (*), 429 (59.3) |  724, 97 (63.4) | 153,155 (52.9) | 293,177 (63.7) | 278
<b>Newly reduced visual acuity</b> (*), 114 (16.6) |  686, 25 (16.2) | 154, 50 (18.3) | 273, 39 (15.1) | 259
<b>Other sign(s) or symptom(s)</b> (*), 492 (72.7) |  677,101 (74.3) | 136,208 (73.5) | 283,183 (70.9) | 258
<b>Select other sign(s) or symptom(s)</b> (*),,,,
   ↳ Abdominal pain,   9 ( 2.0) |  455,  0 ( 0.0) |  93,  5 ( 2.6) | 190,  4 ( 2.3) | 172
   ↳ Abnormal weight loss,  12 ( 2.6) |  455,  2 ( 2.2) |  93,  7 ( 3.7) | 190,  3 ( 1.7) | 172
   ↳ Alopecia (Nonscarring hair loss),   3 ( 0.7) |  455,  1 ( 1.1) |  93,  0 ( 0.0) | 190,  2 ( 1.2) | 172
   ↳ Altered consciousness / Confusion (Disorientation),   6 ( 1.3) |  455,  2 ( 2.2) |  93,  3 ( 1.6) | 190,  1 ( 0.6) | 172
   ↳ Anorexia,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Apnoea,   9 ( 2.0) |  455,  1 ( 1.1) |  93,  2 ( 1.1) | 190,  6 ( 3.5) | 172
   ↳ Ascites,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  0 ( 0.0) | 190,  1 ( 0.6) | 172
   ↳ Bleeding (Haemorrhage),   2 ( 0.4) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  1 ( 0.6) | 172
   ↳ Bruising (Spontaneous ecchymoses),   7 ( 1.5) |  455,  2 ( 2.2) |  93,  3 ( 1.6) | 190,  2 ( 1.2) | 172
   ↳ Can't feel one side of the body or face (Hemiplegia),   4 ( 0.9) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  3 ( 1.7) | 172
   ↳ Can't fully move or control movement (Paralytic syndrome),   7 ( 1.5) |  455,  3 ( 3.2) |  93,  3 ( 1.6) | 190,  1 ( 0.6) | 172
   ↳ Cardiac arrhythmia,   4 ( 0.9) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  2 ( 1.2) | 172
   ↳ Changes in menstruation (Irregular menstruation),   7 ( 1.5) |  455,  4 ( 4.3) |  93,  1 ( 0.5) | 190,  2 ( 1.2) | 172
   ↳ Changes in skin texture,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Chest pain,   8 ( 1.8) |  455,  4 ( 4.3) |  93,  3 ( 1.6) | 190,  1 ( 0.6) | 172
   ↳ Chest pain on breathing,   6 ( 1.3) |  455,  1 ( 1.1) |  93,  2 ( 1.1) | 190,  3 ( 1.7) | 172
   ↳ Chills (without fever),   6 ( 1.3) |  455,  4 ( 4.3) |  93,  0 ( 0.0) | 190,  2 ( 1.2) | 172
   ↳ Cognitive impairment (Unspecified intellectual disabilities),   1 ( 0.2) |  455,  1 ( 1.1) |  93,  0 ( 0.0) | 190,  0 ( 0.0) | 172
   ↳ Conjunctivitis,   8 ( 1.8) |  455,  2 ( 2.2) |  93,  2 ( 1.1) | 190,  4 ( 2.3) | 172
   ↳ Constipation,   6 ( 1.3) |  455,  0 ( 0.0) |  93,  3 ( 1.6) | 190,  3 ( 1.7) | 172
   ↳ Convulsions,   2 ( 0.4) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Cough,   7 ( 1.5) |  455,  2 ( 2.2) |  93,  2 ( 1.1) | 190,  3 ( 1.7) | 172
   ↳ Diarrhea,   4 ( 0.9) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  3 ( 1.7) | 172
   ↳ Difficulty in walking,   2 ( 0.4) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Disorders of nose and nasal sinuses,   6 ( 1.3) |  455,  2 ( 2.2) |  93,  1 ( 0.5) | 190,  3 ( 1.7) | 172
   ↳ Disturbance in attention (Altered mental status),   2 ( 0.4) |  455,  0 ( 0.0) |  93,  1 ( 0.5) | 190,  1 ( 0.6) | 172
   ↳ Dizziness/light headedness (Dizziness and giddiness),   8 ( 1.8) |  455,  2 ( 2.2) |  93,  2 ( 1.1) | 190,  4 ( 2.3) | 172
   ↳ Dry skin (Xerosis cutis),  12 ( 2.6) |  455,  3 ( 3.2) |  93,  6 ( 3.2) | 190,  3 ( 1.7) | 172
   ↳ Ear pain (Otalgia),   2 ( 0.4) |  455,  1 ( 1.1) |  93,  1 ( 0.5) | 190,  0 ( 0.0) | 172
   ↳ Erectile dysfunction,  12 ( 2.6) |  455,  5 ( 5.4) |  93,  4 ( 2.1) | 190,  3 ( 1.7) | 172
   ↳ Fainting / blackouts (Syncope and collapse),   9 ( 2.0) |  455,  0 ( 0.0) |  93,  3 ( 1.6) | 190,  6 ( 3.5) | 172
   ↳ Fecal incontinence,   1 ( 0.2) |  455,  0 ( 0.0) |  93,  0 ( 0.0) | 190,  1 ( 0.6) | 172
   ↳ Feeding difficulty,  12 ( 2.6) |  455,  0 ( 0.0) |  93,  6 ( 3.2) | 190,  6 ( 3.5) | 172
   ↳ Fever,   6 ( 1.3) |  455,  1 ( 1.1) |  93,  4 ( 2.1) | 190,  1 ( 0.6) | 172
   ↳ Headache,  11 ( 2.4) |  455,  4 ( 4.3) |  93,  1 ( 0.5) | 190,  6 ( 3.5) | 172
