Variable,All,Discharged,Death,Censored
   ↳ Dizziness/light headedness (Dizziness and giddiness),4 (100.0) | 4,1 (100.0) | 1,N/A,3 (100.0) | 3
   ↳ Sore throat (Pain in throat),3 (100.0) | 3,N/A,N/A,3 (100.0) | 3
   ↳ Apnoea,4 (100.0) | 4,2 (100.0) | 2,1 (100.0) | 1,1 (100.0) | 1
   ↳ Disturbance in attention (Altered mental status),9 (100.0) | 9,4 (100.0) | 4,1 (100.0) | 1,4 (100.0) | 4
   ↳ Fever,5 (100.0) | 5,2 (100.0) | 2,1 (100.0) | 1,2 (100.0) | 2
   ↳ Can't fully move or control movement (Paralytic syndrome),7 (100.0) | 7,1 (100.0) | 1,1 (100.0) | 1,5 (100.0) | 5
   ↳ Wheezing,3 (100.0) | 3,N/A,1 (100.0) | 1,2 (100.0) | 2
   ↳ Pruritus,7 (100.0) | 7,1 (100.0) | 1,N/A,6 (100.0) | 6
   ↳ Tremor,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Rapid heart beat/Pulse (Tachycardia),6 (100.0) | 6,2 (100.0) | 2,1 (100.0) | 1,3 (100.0) | 3
   ↳ Lymphadenitis,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Irritability,6 (100.0) | 6,4 (100.0) | 4,1 (100.0) | 1,1 (100.0) | 1
   ↳ Anorexia,3 (100.0) | 3,2 (100.0) | 2,N/A,1 (100.0) | 1
   ↳ Nasal congestion,8 (100.0) | 8,2 (100.0) | 2,3 (100.0) | 3,3 (100.0) | 3
   ↳ Dry skin (Xerosis cutis),3 (100.0) | 3,2 (100.0) | 2,N/A,1 (100.0) | 1
   ↳ Alopecia (Nonscarring hair loss),3 (100.0) | 3,N/A,N/A,3 (100.0) | 3
   ↳ Headache,5 (100.0) | 5,3 (100.0) | 3,N/A,2 (100.0) | 2
   ↳ Spontaneous bruising (Spontaneous ecchymoses),8 (100.0) | 8,3 (100.0) | 3,2 (100.0) | 2,3 (100.0) | 3
   ↳ Disorders of nose and nasal sinuses,9 (100.0) | 9,3 (100.0) | 3,N/A,6 (100.0) | 6
   ↳ Feeding difficulty,3 (100.0) | 3,1 (100.0) | 1,N/A,2 (100.0) | 2
   ↳ Palpitations,6 (100.0) | 6,1 (100.0) | 1,N/A,5 (100.0) | 5
   ↳ Altered consciousness / Confusion (Disorientation),8 (100.0) | 8,3 (100.0) | 3,1 (100.0) | 1,4 (100.0) | 4
   ↳ Bruising (Spontaneous ecchymoses),5 (100.0) | 5,N/A,N/A,5 (100.0) | 5
   ↳ Retention of urine,5 (100.0) | 5,2 (100.0) | 2,N/A,3 (100.0) | 3
   ↳ Increased thirst (Polydipsia),3 (100.0) | 3,N/A,N/A,3 (100.0) | 3
   ↳ Hepatomegaly,7 (100.0) | 7,1 (100.0) | 1,N/A,6 (100.0) | 6
   ↳ Pain during urination (Dysuria),4 (100.0) | 4,N/A,N/A,4 (100.0) | 4
   ↳ Urinary incontinence,3 (100.0) | 3,1 (100.0) | 1,N/A,2 (100.0) | 2
   ↳ Conjunctivitis,1 (100.0) | 1,1 (100.0) | 1,N/A,N/A
   ↳ Malaise and fatigue,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Sleep disorder,6 (100.0) | 6,2 (100.0) | 2,1 (100.0) | 1,3 (100.0) | 3
   ↳ Loss of appetite (Anorexia),11 (100.0) | 11,4 (100.0) | 4,1 (100.0) | 1,6 (100.0) | 6
   ↳ Tinnitus,8 (100.0) | 8,1 (100.0) | 1,N/A,7 (100.0) | 7
   ↳ Keratitis,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Speech disturbances,5 (100.0) | 5,1 (100.0) | 1,N/A,4 (100.0) | 4
   ↳ Difficulty in walking,5 (100.0) | 5,1 (100.0) | 1,1 (100.0) | 1,3 (100.0) | 3
   ↳ Jaundice,9 (100.0) | 9,4 (100.0) | 4,N/A,5 (100.0) | 5
   ↳ Paresthesia of skin,3 (100.0) | 3,1 (100.0) | 1,N/A,2 (100.0) | 2
   ↳ Abdominal pain,3 (100.0) | 3,1 (100.0) | 1,N/A,2 (100.0) | 2
   ↳ Convulsions,2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
   ↳ Erectile dysfunction,3 (100.0) | 3,N/A,1 (100.0) | 1,2 (100.0) | 2
   ↳ Mucosal lesion,4 (100.0) | 4,N/A,1 (100.0) | 1,3 (100.0) | 3
   ↳ Shortness of breath (Dyspnea),2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
   ↳ Cognitive impairment (Unspecified intellectual disabilities),2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
   ↳ Joint pain (Arthralgia),2 (100.0) | 2,N/A,N/A,2 (100.0) | 2
   ↳ Skin rash,3 (100.0) | 3,1 (100.0) | 1,1 (100.0) | 1,1 (100.0) | 1
   ↳ Difficulty eating or drinking (Dysphagia),3 (100.0) | 3,N/A,1 (100.0) | 1,2 (100.0) | 2
   ↳ Visual disturbances,5 (100.0) | 5,3 (100.0) | 3,N/A,2 (100.0) | 2
   ↳ Fainting / blackouts (Syncope and collapse),2 (100.0) | 2,N/A,N/A,2 (100.0) | 2
   ↳ Skin lesion,6 (100.0) | 6,1 (100.0) | 1,N/A,5 (100.0) | 5
   ↳ Pallor,5 (100.0) | 5,2 (100.0) | 2,N/A,3 (100.0) | 3
   ↳ Changes in menstruation (Irregular menstruation),2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
   ↳ Loss of taste (Parageusia),3 (100.0) | 3,1 (100.0) | 1,1 (100.0) | 1,1 (100.0) | 1
   ↳ Itchy eye,1 (100.0) | 1,1 (100.0) | 1,N/A,N/A
   ↳ Abnormal weight loss,4 (100.0) | 4,2 (100.0) | 2,1 (100.0) | 1,1 (100.0) | 1
   ↳ Ear pain (Otalgia),2 (100.0) | 2,N/A,N/A,2 (100.0) | 2
   ↳ Problems swallowing or chewing (Dysphagia),5 (100.0) | 5,N/A,N/A,5 (100.0) | 5
   ↳ Chest pain,2 (100.0) | 2,N/A,N/A,2 (100.0) | 2
   ↳ Gastrointestinal bleeding (Gastrointestinal hemorrhage),4 (100.0) | 4,2 (100.0) | 2,N/A,2 (100.0) | 2
   ↳ Sweating (hyperhidrosis),1 (100.0) | 1,N/A,1 (100.0) | 1,N/A
   ↳ Sneezing,6 (100.0) | 6,1 (100.0) | 1,N/A,5 (100.0) | 5
   ↳ Cardiac arrhythmia,4 (100.0) | 4,N/A,1 (100.0) | 1,3 (100.0) | 3
   ↳ Muscle aches (Myalgia),4 (100.0) | 4,1 (100.0) | 1,1 (100.0) | 1,2 (100.0) | 2
   ↳ Constipation,2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
   ↳ Changes in skin texture,2 (100.0) | 2,N/A,N/A,2 (100.0) | 2
   ↳ Increased urination (polyuria),1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Loss of smell (Anosmia),3 (100.0) | 3,N/A,N/A,3 (100.0) | 3
   ↳ Diarrhea,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Chest pain on breathing,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Limb weakness / paralysis (Monoplegia),5 (100.0) | 5,4 (100.0) | 4,1 (100.0) | 1,N/A
   ↳ Nausea or vomiting,6 (100.0) | 6,3 (100.0) | 3,N/A,3 (100.0) | 3
   ↳ Swollen lymph nodes (Enlarged lymph nodes),3 (100.0) | 3,1 (100.0) | 1,N/A,2 (100.0) | 2
   ↳ Bleeding (Haemorrhage),3 (100.0) | 3,1 (100.0) | 1,1 (100.0) | 1,1 (100.0) | 1
   ↳ Muscle weakness,1 (100.0) | 1,N/A,N/A,1 (100.0) | 1
   ↳ Can't feel one side of the body or face (Hemiplegia),2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
   ↳ Ascites,2 (100.0) | 2,1 (100.0) | 1,N/A,1 (100.0) | 1
