Variable,All,Discharged,Death,Censored
<b>Non-productive </b> (*), 104 (53.1) |  196, 17 (39.5) |  43, 32 (57.1) |  56, 55 (56.7) |  97
<b>Productive</b> (*), 100 (49.5) |  202, 23 (56.1) |  41, 31 (54.4) |  57, 46 (44.2) | 104
<b>Hemoptysis</b> (*),  94 (47.7) |  197, 21 (48.8) |  43, 25 (45.5) |  55, 48 (48.5) |  99
<b>Shortness of breath </b> (*), 302 (51.1) |  591, 77 (48.7) | 158, 90 (53.9) | 167,135 (50.8) | 266
<b>Abdominal pain</b> (*), 350 (54.5) |  642,101 (55.2) | 183,100 (55.9) | 179,149 (53.2) | 280
<b>Diarrhoea</b> (*), 305 (49.0) |  623, 85 (48.6) | 175, 92 (50.0) | 184,128 (48.5) | 264
<b>Vomiting</b> (*), 328 (52.7) |  622, 96 (52.2) | 184, 90 (51.7) | 174,142 (53.8) | 264
<b>Persistent vomiting? (>=2/day)</b> (*),  97 (48.3) |  201, 35 (59.3) |  59, 19 (35.8) |  53, 43 (48.3) |  89
<b>Anorexia</b> (*), 319 (52.0) |  614, 92 (54.4) | 169, 93 (49.7) | 187,134 (51.9) | 258
<b>Bleeding / haemorrhage</b> (*), 313 (50.1) |  625, 83 (46.9) | 177, 90 (52.3) | 172,140 (50.7) | 276
<b>Severe bleeding / haemorrhage (requires intervention)</b> (*), 100 (49.8) |  201, 26 (44.1) |  59, 37 (58.7) |  63, 37 (46.8) |  79
<b> Specify bleeding / haemorrhage site(s)</b>,,,,
   ↳ Skin, 156 (25.5) |  612, 42 (24.7) | 170, 50 (29.2) | 171, 64 (23.6) | 271
   ↳ Petechiae, 164 (26.8) |  612, 43 (25.3) | 170, 48 (28.1) | 171, 73 (26.9) | 271
   ↳ Nose, 140 (22.9) |  612, 32 (18.8) | 170, 41 (24.0) | 171, 67 (24.7) | 271
   ↳ Gums, 137 (22.4) |  612, 34 (20.0) | 170, 35 (20.5) | 171, 68 (25.1) | 271
   ↳ GI tract, 159 (26.0) |  612, 42 (24.7) | 170, 50 (29.2) | 171, 67 (24.7) | 271
   ↳ Urinary tract, 141 (23.0) |  612, 40 (23.5) | 170, 41 (24.0) | 171, 60 (22.1) | 271
   ↳ Vagina, 133 (21.7) |  612, 32 (18.8) | 170, 41 (24.0) | 171, 60 (22.1) | 271
   ↳ Other(s), 166 (27.1) |  612, 52 (30.6) | 170, 51 (29.8) | 171, 63 (23.2) | 271
   ↳ Unknown, 142 (23.2) |  612, 32 (18.8) | 170, 41 (24.0) | 171, 69 (25.5) | 271
<b>Headache</b> (*), 326 (48.9) |  667, 88 (47.6) | 185,100 (51.3) | 195,138 (48.1) | 287
<b>Retro-orbital pain</b> (*), 322 (51.1) |  630, 89 (53.3) | 167, 87 (49.7) | 175,146 (50.7) | 288
<b>Seizures / convulsions</b> (*), 299 (46.2) |  647, 88 (49.2) | 179, 76 (42.7) | 178,135 (46.6) | 290
<b>Other sign(s) or symptom(s)</b> (*), 300 (48.7) |  616, 78 (45.1) | 173, 89 (52.0) | 171,133 (48.9) | 272
<b>Select other sign(s) or symptom(s)</b> (*),,,,
   ↳ Abdominal pain,   4 ( 1.4) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  1 ( 0.8) | 126
   ↳ Altered consciousness / Confusion (Disorientation),   1 ( 0.3) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  0 ( 0.0) | 126
   ↳ Anorexia,   5 ( 1.7) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Apnoea,   3 ( 1.0) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  1 ( 0.8) | 126
   ↳ Ascites,   1 ( 0.3) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Bleeding (Haemorrhage),   4 ( 1.4) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Bruising (Spontaneous ecchymoses),   1 ( 0.3) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Can't feel one side of the body or face (Hemiplegia),   4 ( 1.4) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  1 ( 0.8) | 126
   ↳ Can't fully move or control movement (Paralytic syndrome),   3 ( 1.0) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  1 ( 0.8) | 126
   ↳ Cardiac arrhythmia,   4 ( 1.4) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  2 ( 1.6) | 126
   ↳ Changes in menstruation (Irregular menstruation),   3 ( 1.0) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Changes in skin texture,   2 ( 0.7) |  287,  0 ( 0.0) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Chest pain,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Chest pain on breathing,   6 ( 2.1) |  287,  2 ( 2.7) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Chills (without fever),   5 ( 1.7) |  287,  2 ( 2.7) |  74,  2 ( 2.3) |  87,  1 ( 0.8) | 126
   ↳ Cognitive impairment (Unspecified intellectual disabilities),   1 ( 0.3) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  0 ( 0.0) | 126
   ↳ Conjunctivitis,   1 ( 0.3) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  0 ( 0.0) | 126
   ↳ Constipation,   1 ( 0.3) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Convulsions,   4 ( 1.4) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Cough,   1 ( 0.3) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Diarrhea,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Difficulty eating or drinking (Dysphagia),   2 ( 0.7) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  1 ( 0.8) | 126
   ↳ Difficulty in walking,   8 ( 2.8) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  6 ( 4.8) | 126
   ↳ Disturbance in attention (Altered mental status),   1 ( 0.3) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  0 ( 0.0) | 126
   ↳ Dizziness/light headedness (Dizziness and giddiness),   2 ( 0.7) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  1 ( 0.8) | 126
   ↳ Dry skin (Xerosis cutis),   5 ( 1.7) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Ear pain (Otalgia),   5 ( 1.7) |  287,  0 ( 0.0) |  74,  4 ( 4.6) |  87,  1 ( 0.8) | 126
   ↳ Erectile dysfunction,   5 ( 1.7) |  287,  2 ( 2.7) |  74,  2 ( 2.3) |  87,  1 ( 0.8) | 126
   ↳ Fecal incontinence,   6 ( 2.1) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  4 ( 3.2) | 126
   ↳ Feeding difficulty,   7 ( 2.4) |  287,  1 ( 1.4) |  74,  4 ( 4.6) |  87,  2 ( 1.6) | 126
   ↳ Fever,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  1 ( 0.8) | 126
   ↳ Gastrointestinal bleeding (Gastrointestinal hemorrhage),   5 ( 1.7) |  287,  0 ( 0.0) |  74,  3 ( 3.4) |  87,  2 ( 1.6) | 126
   ↳ Headache,   2 ( 0.7) |  287,  0 ( 0.0) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Hepatomegaly,   5 ( 1.7) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Increased thirst (Polydipsia),   5 ( 1.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  3 ( 2.4) | 126
   ↳ Increased urination (polyuria),   5 ( 1.7) |  287,  2 ( 2.7) |  74,  1 ( 1.1) |  87,  2 ( 1.6) | 126
   ↳ Irritability,   4 ( 1.4) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Itchy eye,   2 ( 0.7) |  287,  0 ( 0.0) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Jaundice,   8 ( 2.8) |  287,  3 ( 4.1) |  74,  1 ( 1.1) |  87,  4 ( 3.2) | 126
   ↳ Joint pain (Arthralgia),   4 ( 1.4) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  2 ( 1.6) | 126
   ↳ Keratitis,   2 ( 0.7) |  287,  0 ( 0.0) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Limb weakness / paralysis (Monoplegia),   4 ( 1.4) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  3 ( 2.4) | 126
   ↳ Localized edema,   4 ( 1.4) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  1 ( 0.8) | 126
   ↳ Loss of appetite (Anorexia),   2 ( 0.7) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  1 ( 0.8) | 126
   ↳ Loss of taste (Parageusia),   4 ( 1.4) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Lymphadenitis,   3 ( 1.0) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  2 ( 1.6) | 126
   ↳ Malaise and fatigue,   6 ( 2.1) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  3 ( 2.4) | 126
   ↳ Mouth ulcers (Recurrent oral aphthae),   5 ( 1.7) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  3 ( 2.4) | 126
   ↳ Mucosal lesion,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Muscle aches (Myalgia),   6 ( 2.1) |  287,  2 ( 2.7) |  74,  1 ( 1.1) |  87,  3 ( 2.4) | 126
   ↳ Muscle weakness,   4 ( 1.4) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Nasal congestion,   4 ( 1.4) |  287,  1 ( 1.4) |  74,  2 ( 2.3) |  87,  1 ( 0.8) | 126
   ↳ Nausea or vomiting,   5 ( 1.7) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  3 ( 2.4) | 126
   ↳ Pain during urination (Dysuria),   6 ( 2.1) |  287,  2 ( 2.7) |  74,  1 ( 1.1) |  87,  3 ( 2.4) | 126
   ↳ Pallor,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Palpitations,   4 ( 1.4) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  3 ( 2.4) | 126
   ↳ Paresthesia of skin,   6 ( 2.1) |  287,  2 ( 2.7) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Problems swallowing or chewing (Dysphagia),   2 ( 0.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Pruritus,   6 ( 2.1) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  4 ( 3.2) | 126
   ↳ Rapid heart beat/Pulse (Tachycardia),   2 ( 0.7) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  0 ( 0.0) | 126
   ↳ Rashes or skin lesions,   5 ( 1.7) |  287,  0 ( 0.0) |  74,  4 ( 4.6) |  87,  1 ( 0.8) | 126
   ↳ Retention of urine,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  0 ( 0.0) | 126
   ↳ Shortness of breath (Dyspnea),   4 ( 1.4) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Skin lesion,   2 ( 0.7) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  1 ( 0.8) | 126
   ↳ Skin rash,   1 ( 0.3) |  287,  0 ( 0.0) |  74,  0 ( 0.0) |  87,  1 ( 0.8) | 126
   ↳ Sneezing,   5 ( 1.7) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  3 ( 2.4) | 126
   ↳ Sore throat (Pain in throat),   3 ( 1.0) |  287,  1 ( 1.4) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Speech disturbances,   4 ( 1.4) |  287,  0 ( 0.0) |  74,  3 ( 3.4) |  87,  1 ( 0.8) | 126
   ↳ Spontaneous bruising (Spontaneous ecchymoses),   2 ( 0.7) |  287,  2 ( 2.7) |  74,  0 ( 0.0) |  87,  0 ( 0.0) | 126
   ↳ Sweating (hyperhidrosis),   5 ( 1.7) |  287,  3 ( 4.1) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Swollen lymph nodes (Enlarged lymph nodes),   4 ( 1.4) |  287,  2 ( 2.7) |  74,  1 ( 1.1) |  87,  1 ( 0.8) | 126
   ↳ Tinnitus,   8 ( 2.8) |  287,  2 ( 2.7) |  74,  3 ( 3.4) |  87,  3 ( 2.4) | 126
   ↳ Tremor,   2 ( 0.7) |  287,  0 ( 0.0) |  74,  0 ( 0.0) |  87,  2 ( 1.6) | 126
   ↳ Urinary incontinence,   4 ( 1.4) |  287,  0 ( 0.0) |  74,  2 ( 2.3) |  87,  2 ( 1.6) | 126
   ↳ Visual disturbances,   4 ( 1.4) |  287,  1 ( 1.4) |  74,  1 ( 1.1) |  87,  2 ( 1.6) | 126
   ↳ Wheezing,   4 ( 1.4) |  287,  0 ( 0.0) |  74,  1 ( 1.1) |  87,  3 ( 2.4) | 126
   ↳ Other,   8 ( 2.8) |  287,  3 ( 4.1) |  74,  2 ( 2.3) |  87,  3 ( 2.4) | 126
<b>Any additional other sign(s) or symptom(s) ?</b> (*),  88 (48.4) |  182, 22 (51.2) |  43, 23 (41.8) |  55, 43 (51.2) |  84
<b>>Select additional other sign(s) or symptom(s) 2</b> (*),,,,
   ↳ Abdominal pain,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Abnormal weight loss,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  1 ( 2.3) |  43
   ↳ Alopecia (Nonscarring hair loss),   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Anorexia,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Apnoea,   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Bleeding (Haemorrhage),   4 ( 4.5) |   88,  2 ( 9.1) |  22,  1 ( 4.3) |  23,  1 ( 2.3) |  43
   ↳ Bruising (Spontaneous ecchymoses),   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Cardiac arrhythmia,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  0 ( 0.0) |  43
   ↳ Changes in skin texture,   3 ( 3.4) |   88,  0 ( 0.0) |  22,  2 ( 8.7) |  23,  1 ( 2.3) |  43
   ↳ Chest pain on breathing,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Chills (without fever),   2 ( 2.3) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  1 ( 2.3) |  43
   ↳ Conjunctivitis,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  1 ( 2.3) |  43
   ↳ Constipation,   2 ( 2.3) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Cough,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Difficulty eating or drinking (Dysphagia),   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Difficulty in walking,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Disorders of nose and nasal sinuses,   2 ( 2.3) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Disturbance in attention (Altered mental status),   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Dizziness/light headedness (Dizziness and giddiness),   2 ( 2.3) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Dry skin (Xerosis cutis),   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Fecal incontinence,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Feeding difficulty,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  0 ( 0.0) |  43
   ↳ Fever,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Hepatomegaly,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Increased urination (polyuria),   2 ( 2.3) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Irritability,   3 ( 3.4) |   88,  1 ( 4.5) |  22,  2 ( 8.7) |  23,  0 ( 0.0) |  43
   ↳ Jaundice,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Joint pain (Arthralgia),   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Keratitis,   3 ( 3.4) |   88,  0 ( 0.0) |  22,  3 (13.0) |  23,  0 ( 0.0) |  43
   ↳ Loss of taste (Parageusia),   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Malaise and fatigue,   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Mouth ulcers (Recurrent oral aphthae),   1 ( 1.1) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  0 ( 0.0) |  43
   ↳ Muscle aches (Myalgia),   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Muscle weakness,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Nausea or vomiting,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Pallor,   2 ( 2.3) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Palpitations,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Problems swallowing or chewing (Dysphagia),   3 ( 3.4) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Rashes or skin lesions,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  2 ( 8.7) |  23,  0 ( 0.0) |  43
   ↳ Skin lesion,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  2 ( 8.7) |  23,  0 ( 0.0) |  43
   ↳ Skin rash,   3 ( 3.4) |   88,  2 ( 9.1) |  22,  1 ( 4.3) |  23,  0 ( 0.0) |  43
   ↳ Sleep disorder,   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Sore throat (Pain in throat),   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Speech disturbances,   3 ( 3.4) |   88,  0 ( 0.0) |  22,  1 ( 4.3) |  23,  2 ( 4.7) |  43
   ↳ Spontaneous bruising (Spontaneous ecchymoses),   2 ( 2.3) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
   ↳ Tinnitus,   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Tremor,   3 ( 3.4) |   88,  0 ( 0.0) |  22,  3 (13.0) |  23,  0 ( 0.0) |  43
   ↳ Urinary incontinence,   2 ( 2.3) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  2 ( 4.7) |  43
   ↳ Visual disturbances,   3 ( 3.4) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  3 ( 7.0) |  43
   ↳ Wheezing,   1 ( 1.1) |   88,  1 ( 4.5) |  22,  0 ( 0.0) |  23,  0 ( 0.0) |  43
   ↳ Other,   1 ( 1.1) |   88,  0 ( 0.0) |  22,  0 ( 0.0) |  23,  1 ( 2.3) |  43
<b>>Any additional other sign(s) or symptom(s) ?</b> (*),  27 (48.2) |   56, 10 (62.5) |  16,  6 (35.3) |  17, 11 (47.8) |  23
<b>->Select additional other sign(s) or symptom(s) 3</b> (*),,,,
   ↳ Altered consciousness / Confusion (Disorientation),   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Anorexia,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Changes in menstruation (Irregular menstruation),   2 ( 7.7) |   26,  1 (11.1) |   9,  1 (16.7) |   6,  0 ( 0.0) |  11
   ↳ Cough,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  1 (16.7) |   6,  0 ( 0.0) |  11
   ↳ Disorders of nose and nasal sinuses,   1 ( 3.8) |   26,  1 (11.1) |   9,  0 ( 0.0) |   6,  0 ( 0.0) |  11
   ↳ Dizziness/light headedness (Dizziness and giddiness),   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Ear pain (Otalgia),   1 ( 3.8) |   26,  1 (11.1) |   9,  0 ( 0.0) |   6,  0 ( 0.0) |  11
   ↳ Hepatomegaly,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Jaundice,   1 ( 3.8) |   26,  1 (11.1) |   9,  0 ( 0.0) |   6,  0 ( 0.0) |  11
   ↳ Loss of smell (Anosmia),   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Lymphadenitis,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Mucosal lesion,   2 ( 7.7) |   26,  0 ( 0.0) |   9,  1 (16.7) |   6,  1 ( 9.1) |  11
   ↳ Nausea or vomiting,   3 (11.5) |   26,  1 (11.1) |   9,  1 (16.7) |   6,  1 ( 9.1) |  11
   ↳ Problems swallowing or chewing (Dysphagia),   1 ( 3.8) |   26,  1 (11.1) |   9,  0 ( 0.0) |   6,  0 ( 0.0) |  11
   ↳ Pruritus,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Retention of urine,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  1 (16.7) |   6,  0 ( 0.0) |  11
   ↳ Shortness of breath (Dyspnea),   1 ( 3.8) |   26,  1 (11.1) |   9,  0 ( 0.0) |   6,  0 ( 0.0) |  11
   ↳ Speech disturbances,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
   ↳ Urinary incontinence,   1 ( 3.8) |   26,  1 (11.1) |   9,  0 ( 0.0) |   6,  0 ( 0.0) |  11
   ↳ Visual disturbances,   2 ( 7.7) |   26,  1 (11.1) |   9,  1 (16.7) |   6,  0 ( 0.0) |  11
   ↳ Other,   1 ( 3.8) |   26,  0 ( 0.0) |   9,  0 ( 0.0) |   6,  1 ( 9.1) |  11
<b>->Any additional other sign(s) or symptom(s) ?</b> (*),  11 (57.9) |   19,  3 (50.0) |   6,  4 (80.0) |   5,  4 (50.0) |   8
<b>>->Select additional other sign(s) or symptom(s) 4</b> (*),,,,
   ↳ Alopecia (Nonscarring hair loss),   1 ( 9.1) |   11,  0 ( 0.0) |   3,  0 ( 0.0) |   4,  1 (25.0) |   4
   ↳ Anorexia,   1 ( 9.1) |   11,  1 (33.3) |   3,  0 ( 0.0) |   4,  0 ( 0.0) |   4
   ↳ Chills (without fever),   1 ( 9.1) |   11,  0 ( 0.0) |   3,  1 (25.0) |   4,  0 ( 0.0) |   4
   ↳ Cognitive impairment (Unspecified intellectual disabilities),   1 ( 9.1) |   11,  0 ( 0.0) |   3,  0 ( 0.0) |   4,  1 (25.0) |   4
   ↳ Ear pain (Otalgia),   1 ( 9.1) |   11,  0 ( 0.0) |   3,  1 (25.0) |   4,  0 ( 0.0) |   4
   ↳ Gastrointestinal bleeding (Gastrointestinal hemorrhage),   1 ( 9.1) |   11,  1 (33.3) |   3,  0 ( 0.0) |   4,  0 ( 0.0) |   4
   ↳ Itchy eye,   1 ( 9.1) |   11,  0 ( 0.0) |   3,  1 (25.0) |   4,  0 ( 0.0) |   4
   ↳ Joint pain (Arthralgia),   2 (18.2) |   11,  0 ( 0.0) |   3,  1 (25.0) |   4,  1 (25.0) |   4
   ↳ Rapid heart beat/Pulse (Tachycardia),   1 ( 9.1) |   11,  1 (33.3) |   3,  0 ( 0.0) |   4,  0 ( 0.0) |   4
   ↳ Tinnitus,   1 ( 9.1) |   11,  0 ( 0.0) |   3,  0 ( 0.0) |   4,  1 (25.0) |   4
<b>>->Any additional other sign(s) or symptom(s) ?</b> (*),   3 (42.9) |    7,  1 (100.) |   1,  1 (33.3) |   3,  1 (33.3) |   3
<b>->->Select additional other sign(s) or symptom(s) 5</b> (*),,,,
   ↳ Abdominal pain,   1 (33.3) |    3,  0 ( 0.0) |   1,  1 (100.) |   1,  0 ( 0.0) |   1
   ↳ Malaise and fatigue,   1 (33.3) |    3,  1 (100.) |   1,  0 ( 0.0) |   1,  0 ( 0.0) |   1
   ↳ Pruritus,   1 (33.3) |    3,  0 ( 0.0) |   1,  0 ( 0.0) |   1,  1 (100.) |   1
<b><i>SIGNS AND SYMPTOMS</i></b>,,,,
<b>Restlessness</b> (*), 148 (49.5) |  299, 34 (42.0) |  81, 51 (57.3) |  89, 63 (48.8) | 129
<b>Bleeding / haemorrhage</b> (*), 122 (41.6) |  293, 23 (34.3) |  67, 35 (40.7) |  86, 64 (45.7) | 140
<b>Severe bleeding / haemorrhage (requires intervention)</b> (*),  42 (51.9) |   81, 13 (76.5) |  17,  9 (42.9) |  21, 20 (46.5) |  43
<b> Specify bleeding / haemorrhage site(s)</b>,,,,
   ↳ Skin,  69 (23.7) |  291, 12 (17.9) |  67, 21 (25.0) |  84, 36 (25.7) | 140
   ↳ Petechiae,  59 (20.3) |  291, 12 (17.9) |  67, 18 (21.4) |  84, 29 (20.7) | 140
